filename,width,height,class,xmin,ymin,xmax,ymax
aa-Cover-2tus99qvv3khuhlg58fvoou7q4-20170711100422.Medi.jpg,800,448,military aircraft,225,149,784,358
aa-Cover-2tus99qvv3khuhlg58fvoou7q4-20170711100422.Medi.jpg,800,448,military aircraft,342,42,605,152
aa-Cover-dp8temr9iqbm88t4vd1dg71go4-20170607170753.Medi.jpg,800,448,military aircraft,24,121,760,368
aa-Cover-f5p44f4kmkqbtvmd46d3v3ujr0-20191105175626.jpg,400,224,civilian aircraft,22,28,381,147
aa-Cover-s1meecc6pju2pm8ncnta8bdii3-20161124014656.jpg,400,224,military truck,151,16,327,221
ab-army-tank.jpg,1862,1048,military tank,381,351,1690,788
abandoned-il-76-airplane.jpg,550,348,military aircraft,141,157,446,248
abrams-1800x1200.jpg,621,414,civilian aircraft,70,57,604,360
ABV.jpg,2800,1316,military truck,266,323,716,601
ABV.jpg,2800,1316,military tank,680,289,1070,574
ABV.jpg,2800,1316,military tank,701,61,2675,1031
ac13501m36_1.jpg,1600,1200,military tank,131,162,1448,1169
accident-in-nainital_1511377842.jpg,674,506,military truck,272,7,670,500
accident-in-nainital_1511377842.jpg,674,506,civilian car,72,125,394,367
admin-ajax-400x300.jpg,400,300,military tank,41,30,385,239
aedc-helo.jpg,602,499,military helicopter,31,75,600,319
aerial-top-view-of-an-f-15c-eagle-the-fighter-plane-was-on-a-mission-to-escort-0a0934-1600.jpg,1076,1600,military aircraft,85,197,941,1366
aerial-view-of-the-plane-in-the-autumn-forest-top-view-beautiful-autumn-landscape-with-a-plane-PWRDDR.jpg,1300,820,military aircraft,392,108,1218,678
Aerion-AS2-1-e1513934953132-916x515.jpg,916,515,civilian aircraft,66,41,851,222
afdae01e-d024-11e9-9cec-db56b3c139e7_image_hires_062135.jpg,768,768,civilian aircraft,7,164,762,474
afghan-military-helicopter-crash-kills-four-officials.jpg,1200,900,military helicopter,397,232,857,519
afghan-war-rs.jpg,1024,552,military helicopter,567,8,769,218
afghan-war-rs.jpg,1024,552,military helicopter,262,29,325,98
afp_1bd6tq-e1575946874823.jpg,815,612,military aircraft,89,240,723,417
afp_1g75ad.jpg,1800,1200,civilian aircraft,601,246,1794,711
agustawestland-apache-boeing-ah-64-apache-military-helicopter-boeing-ch-47-chinook-png-favpng-PTTuHzGQtDGGga7SEkzRd6Kgz.jpg,820,474,military helicopter,287,141,612,442
AH-1W-Super-Cobra-730x461.jpg,730,461,military helicopter,134,139,590,425
ah-1y-viper-3295086-1170x610.jpg,1170,610,military helicopter,652,137,1083,294
ah-1z.jpg,2689,1985,military helicopter,34,381,2320,1782
ah-1_top.jpg,1600,768,military helicopter,53,176,1532,559
AH-64-Apache-Helicopter-front.jpg,1300,867,military helicopter,111,36,1227,674
ah-64-helicopter.jpg,2500,1667,military helicopter,1030,222,2484,1410
ah-64a-proifle-image22.jpg,1500,750,military helicopter,55,164,1418,532
ah-64e-apache-helicopter-kunduz-afghanistan-3442310-1170x610.jpg,1170,610,military helicopter,42,73,865,461
Ah-64E-Apache.jpg,1366,383,military helicopter,270,12,1234,348
AH-64E-Boeing-Apache-Guardian.jpg,1200,800,military helicopter,78,19,805,759
AH-64_Apache_extraction_exercise2028129.jpg,1260,821,military helicopter,4,90,1104,604
ah.jpg,1350,1732,military helicopter,25,9,1302,298
ah.jpg,1350,1732,military helicopter,39,362,1298,879
ah.jpg,1350,1732,military helicopter,40,961,1297,1485
ah1z_viper.jpg,600,400,military helicopter,160,113,537,284
ah56topview.jpg,389,292,military helicopter,39,12,381,279
ah_64e.jpg,600,400,military helicopter,54,43,446,353
aicjetscorp_aircraft_lease.jpg,1200,370,civilian aircraft,240,42,1159,343
aid289231-v4-728px-Identify-a-Commercial-Aircraft-Step-2Bullet2.jpg,728,546,civilian aircraft,96,52,496,197
Air-Crash.jpg,688,360,military helicopter,33,20,356,258
Air-New-Zealand-Boeing-747-400.jpg,1600,548,civilian aircraft,71,69,1551,433
Airbus-A320-Exterior-1.jpg,680,400,civilian aircraft,35,132,624,321
Airbus-A320.jpg,710,300,civilian aircraft,10,58,662,289
Airbus-A380-800-Emirates.jpg,1200,800,civilian aircraft,12,314,1179,638
Airbus-Commercial-Aircraft-formation-flight-3.jpg,1111,498,civilian aircraft,13,205,648,417
Airbus-Commercial-Aircraft-formation-flight-3.jpg,1111,498,civilian aircraft,511,226,835,357
Airbus-Commercial-Aircraft-formation-flight-3.jpg,1111,498,civilian aircraft,679,207,1042,301
Airbus-Commercial-Aircraft-formation-flight-3.jpg,1111,498,civilian aircraft,815,188,1104,257
Airbus-Family-formation-flight1.jpg,300,221,civilian aircraft,94,24,238,64
Airbus-Family-formation-flight1.jpg,300,221,civilian aircraft,74,55,252,89
Airbus-Family-formation-flight1.jpg,300,221,civilian aircraft,45,73,255,127
Airbus-Family-formation-flight1.jpg,300,221,civilian aircraft,21,130,251,190
airbus-h145-helicopters-EXPH-1745-48.jpg,2250,1500,military helicopter,6,31,2215,1460
airbus-helicopters-nhindustries-nh90-medium-lift-transport-helicopter.jpg,1000,688,military helicopter,1,81,977,648
Airbus-Paris-Air-Show-2019.jpg,1920,1275,civilian aircraft,52,592,1196,975
Airbus-Paris-Air-Show-2019.jpg,1920,1275,civilian aircraft,904,546,1363,733
Airbus-Paris-Air-Show-2019.jpg,1920,1275,civilian aircraft,1074,291,1637,451
Airbus-Paris-Air-Show-2019.jpg,1920,1275,civilian aircraft,1343,263,1773,373
Airbus-Paris-Air-Show-2019.jpg,1920,1275,civilian aircraft,1505,227,1803,306
Airbus-Paris-Air-Show-2019.jpg,1920,1275,civilian aircraft,1517,172,1800,265
Airbus-UH-72A-calendar-march.jpg,300,225,military helicopter,31,8,201,90
Airbus-UH-72A-calendar-march.jpg,300,225,military helicopter,50,96,254,192
Airbus20A380-800.jpg,667,500,civilian aircraft,19,91,665,373
Airbus2BA380.jpg,1600,900,civilian aircraft,160,211,1434,652
airbustookan.jpg,768,480,military aircraft,43,136,751,365
Airbus_A330.jpg,450,250,civilian aircraft,6,77,442,188
Airbus_A400M_Atlas_of_the_RAF_28XM41629_on_approach_to_Bristol_Airport_14May2019_arp.jpg,3914,2584,military aircraft,93,962,3613,1781
Airbus_Concept_Plane.jpg,659,436,civilian aircraft,85,166,448,349
aircraft-circle.jpg,345,345,civilian aircraft,10,80,343,279
aircraft-top-view-civil-and-military-image_csp72631374.jpg,450,303,civilian aircraft,9,20,101,144
aircraft-top-view-civil-and-military-image_csp72631374.jpg,450,303,civilian aircraft,113,12,228,118
aircraft-top-view-civil-and-military-image_csp72631374.jpg,450,303,civilian aircraft,245,12,334,135
aircraft-top-view-civil-and-military-image_csp72631374.jpg,450,303,civilian aircraft,345,10,442,91
aircraft-top-view-civil-and-military-image_csp72631374.jpg,450,303,civilian aircraft,8,175,112,278
aircraft-top-view-civil-and-military-image_csp72631374.jpg,450,303,civilian aircraft,118,136,222,236
aircraft-top-view-civil-and-military-image_csp72631374.jpg,450,303,civilian aircraft,250,175,339,299
aircraft-top-view-civil-and-military-image_csp72631374.jpg,450,303,civilian aircraft,346,125,446,251
aircraft2.jpg,634,254,military aircraft,26,19,605,226
aircraft_0.jpg,1368,756,civilian aircraft,217,32,1357,708
airlines_1550001588067_1556536510974.jpg,600,337,civilian aircraft,34,24,298,181
airlines_1550001588067_1556536510974.jpg,600,337,civilian aircraft,167,185,592,328
Airlines_aeroplane_air_356x200_2918_356.jpg,356,200,civilian aircraft,20,52,326,138
Airplane-Boeing-737-Flying.jpg,4170,2780,civilian aircraft,771,1045,4112,2355
airplane-drawing-plane-png-top-view-games-1084x610.jpg,1084,610,military aircraft,5,128,1077,490
airplane-flat-style-white-background-top-view-front-vi-side-vector-illustration-73059208.jpg,1300,957,civilian aircraft,516,84,1248,263
airplane-flat-style-white-background-top-view-front-vi-side-vector-illustration-73059208.jpg,1300,957,civilian aircraft,554,605,1258,753
airplane-flat-style-white-background-top-view-front-vi-side-vector-illustration-73059208.jpg,1300,957,civilian aircraft,34,68,744,856
airplane-isolated-top-front-view-plner-53261261.jpg,1300,1130,civilian aircraft,150,30,1143,277
airplane-isolated-top-front-view-plner-53261261.jpg,1300,1130,civilian aircraft,152,318,1144,1008
airplane-on-wooden-floor-background-top-stock-illustration_csp57139569.jpg,450,193,civilian aircraft,231,1,429,147
airplane-png-top-view-10.jpg,268,285,civilian aircraft,2,1,262,278
airplane-runway-top-view-flat-vector-illustration-airplane-runway-top-view-159179257.jpg,800,533,civilian aircraft,207,21,662,511
airplane-seamless-pattern-background-vector-illustration-top-view-plane-and-aircraft-transportation-travel-way-design-journey-object.jpg,561,581,civilian aircraft,91,108,221,239
airplane-seamless-pattern-background-vector-illustration-top-view-plane-and-aircraft-transportation-travel-way-design-journey-object.jpg,561,581,civilian aircraft,233,117,276,180
airplane-seamless-pattern-background-vector-illustration-top-view-plane-and-aircraft-transportation-travel-way-design-journey-object.jpg,561,581,civilian aircraft,352,77,475,246
airplane-seamless-pattern-background-vector-illustration-top-view-plane-and-aircraft-transportation-travel-way-design-journey-object.jpg,561,581,civilian aircraft,348,333,467,490
airplane-seamless-pattern-background-vector-illustration-top-view-plane-and-aircraft-transportation-travel-way-design-journey-object.jpg,561,581,civilian aircraft,104,341,216,490
airplane-seamless-pattern-background-vector-illustration-top-view-plane-and-aircraft-transportation-travel-way-design-journey-object.jpg,561,581,civilian aircraft,51,129,82,172
airplane-seamless-pattern-background-vector-illustration-top-view-plane-and-aircraft-transportation-travel-way-design-journey-object.jpg,561,581,civilian aircraft,37,77,53,110
airplane-seamless-pattern-background-vector-illustration-top-view-plane-and-aircraft-transportation-travel-way-design-journey-object.jpg,561,581,civilian aircraft,121,53,166,108
airplane-seamless-pattern-background-vector-illustration-top-view-plane-and-aircraft-transportation-travel-way-design-journey-object.jpg,561,581,civilian aircraft,228,354,284,423
airplane-seamless-pattern-background-vector-illustration-top-view-plane-and-aircraft-transportation-travel-way-design-journey-object.jpg,561,581,civilian aircraft,296,374,326,410
airplane-seamless-pattern-background-vector-illustration-top-view-plane-and-aircraft-transportation-travel-way-design-journey-object.jpg,561,581,civilian aircraft,235,243,339,347
airplane-seamless-pattern-background-vector-illustration-top-view-plane-and-aircraft-transportation-travel-way-design-journey-object.jpg,561,581,civilian aircraft,301,126,329,180
airplane-silhouettetop-view-jet-eps-vector_csp52624383.jpg,450,470,civilian aircraft,49,28,395,418
airplane-sky-commercial-airplane-top-view-view-above-vector-96058507.jpg,1300,1390,civilian aircraft,175,114,1145,1141
Airplane-take-off-wallpaper.jpg,1000,577,civilian aircraft,127,202,731,377
airplane-top-view-airplane-vector-17249019.jpg,1000,1080,civilian aircraft,24,53,953,973
airplane-top-view-airplane-vector.jpg,1200,1296,civilian aircraft,31,19,1182,1164
airplane-top-view-and-aircraft-vector-17659902.jpg,1000,1080,civilian aircraft,112,44,603,466
airplane-top-view-and-aircraft-vector-17659902.jpg,1000,1080,civilian aircraft,66,490,246,724
airplane-top-view-and-aircraft-vector-17659902.jpg,1000,1080,military aircraft,94,754,214,962
airplane-top-view-eps-vector_csp55282647.jpg,444,470,civilian aircraft,65,49,379,393
airplane-top-view-line-icon-concept-airplane-top-view-flat-vector-symbol-sign-outline-illustration-T1G0EY.jpg,1300,1085,civilian aircraft,17,7,1292,974
airplane-top-view-passenger-or-commercial-jet-boarding-pass-and-passport-paper-world-map-cartography-and-geography-aircrfat-lat-style-journey-or-T4T5WM.jpg,1300,1238,civilian aircraft,256,257,997,1018
airplane-top-view-seamless-vector-17748775.jpg,1000,1080,military aircraft,353,282,652,721
airplane-top-view-seamless-vector-17748775.jpg,1000,1080,military aircraft,658,551,888,927
airplane-top-view-seamless-vector-17748775.jpg,1000,1080,military aircraft,101,526,348,954
airplane-top-view-seamless-vector-17748775.jpg,1000,1080,military aircraft,153,36,330,489
airplane-top-view-vector-illustration-high-detaled-airplane-airline-concept-travel-passenger-illustration_csp52788928.jpg,180,195,civilian aircraft,22,23,164,156
airplane-top-view-vector-illustration-holiday-trip-flying-passenger-jet-transportation-commercial-79942635.jpg,1300,1390,civilian aircraft,146,41,830,665
airplane-top-view-vector-illustration-holiday-trip-flying-passenger-jet-transportation-commercial-79942635.jpg,1300,1390,civilian aircraft,500,704,891,1248
airplane-top-view-vector-illustration-holiday-trip-flying-passenger-jet-transportation-commercial-79942635.jpg,1300,1390,civilian aircraft,934,811,1252,1201
airplane-top-view_23-2147514517.jpg,626,626,civilian aircraft,115,62,504,573
airplane-topview-symbol-m1ehyj.jpg,368,320,civilian aircraft,10,13,365,289
airplane-travel-sky-travel-vacation-b0112e-1024.jpg,1024,768,civilian aircraft,345,199,1010,456
airplane-vector-illustration-top-view-clip-art__k56363657.jpg,450,470,civilian aircraft,112,201,332,408
airplanes-aircrafts-helicopters-set-air-260nw-1503096545.jpg,260,280,civilian aircraft,9,9,51,67
airplanes-aircrafts-helicopters-set-air-260nw-1503096545.jpg,260,280,civilian aircraft,81,20,118,58
airplanes-aircrafts-helicopters-set-air-260nw-1503096545.jpg,260,280,civilian aircraft,14,88,49,112
airplanes-aircrafts-helicopters-set-air-260nw-1503096545.jpg,260,280,civilian aircraft,83,88,118,131
airplanes-aircrafts-helicopters-set-air-260nw-1503096545.jpg,260,280,civilian aircraft,204,71,259,131
airplanes-aircrafts-helicopters-set-air-260nw-1503096545.jpg,260,280,civilian aircraft,149,195,187,246
airplanes-aircrafts-helicopters-set-air-260nw-1503096545.jpg,260,280,civilian aircraft,209,195,247,245
airplanes-aircrafts-helicopters-set-air-260nw-1503096545.jpg,260,280,civilian aircraft,19,184,56,256
airplanes-aircrafts-helicopters-set-air-260nw-1503096545.jpg,260,280,military helicopter,208,23,245,58
airplanes-aircrafts-helicopters-set-air-260nw-1503096545.jpg,260,280,military helicopter,220,149,247,178
airplanes-aircrafts-helicopters-set-air-260nw-1503096545.jpg,260,280,military helicopter,20,128,46,174
airplanes-and-military-aircraft-top-view-3d-vector-18919023.jpg,1000,860,civilian aircraft,345,116,597,406
airplanes-and-military-aircraft-top-view-3d-vector-18919023.jpg,1000,860,military aircraft,63,100,278,399
airplanes-and-military-aircraft-top-view-3d-vector-18919023.jpg,1000,860,civilian aircraft,369,442,641,705
airplanes-and-military-aircraft-top-view-3d-vector-18919023.jpg,1000,860,civilian aircraft,669,435,942,692
airplanes-and-military-aircraft-top-view-3d-vector-18919023.jpg,1000,860,civilian aircraft,25,423,340,677
airplanes-and-military-aircraft-top-view-3d-vector-18919023.jpg,1000,860,civilian aircraft,661,128,987,392
airplanes-set-top-view-flat-600w-520248577.jpg,600,620,military helicopter,493,185,559,269
airplanes-set-top-view-flat-600w-520248577.jpg,600,620,military helicopter,343,182,425,285
airplanes-set-top-view-flat-600w-520248577.jpg,600,620,military helicopter,494,321,593,409
airplanes-set-top-view-flat-600w-520248577.jpg,600,620,military aircraft,357,477,411,580
airplanes-set-top-view-flat-600w-520248577.jpg,600,620,military aircraft,505,474,562,584
airplanes-set-top-view-flat-600w-520248577.jpg,600,620,civilian aircraft,24,19,114,169
airplanes-set-top-view-flat-600w-520248577.jpg,600,620,civilian aircraft,167,24,283,113
airplanes-set-top-view-flat-600w-520248577.jpg,600,620,civilian aircraft,338,31,427,129
airplanes-set-top-view-flat-600w-520248577.jpg,600,620,civilian aircraft,473,17,570,136
airplanes-set-top-view-flat-600w-520248577.jpg,600,620,civilian aircraft,184,212,263,266
airplanes-set-top-view-flat-600w-520248577.jpg,600,620,civilian aircraft,45,209,116,280
airplanes-set-top-view-flat-600w-520248577.jpg,600,620,civilian aircraft,13,349,150,416
airplanes-set-top-view-flat-600w-520248577.jpg,600,620,civilian aircraft,38,466,134,592
airplanes-set-top-view-flat-600w-520248577.jpg,600,620,civilian aircraft,186,474,273,588
airplanes-set-top-view-flat-600w-520248577.jpg,600,620,civilian aircraft,182,305,277,422
airplanes-set-top-view-flat-600w-520248577.jpg,600,620,civilian aircraft,325,308,439,429
Airplane_aviation_720-770x433.jpg,770,433,civilian aircraft,125,117,653,267
Airport-plane-runway-top-view_2880x1800.jpg,2880,1800,civilian aircraft,1001,98,1567,622
airshow-1516742_960_720.jpg,960,640,military helicopter,201,160,884,495
air_c17_top_lg.jpg,800,520,military aircraft,71,21,708,453
Akash-Weapon-System2.jpg,1200,669,military truck,54,11,1158,652
Akash_surface-to-air_defense_missile_system_India_Indian_army_military_equipment_defense_industry_640_001.jpg,640,480,military truck,5,5,632,446
Al-Khalid-Battle-Tank.jpg,1152,864,military tank,55,192,1035,736
Alabino110416-22.jpg,1260,816,military tank,41,225,1135,715
Alabino110416-22.jpg,1260,816,military tank,429,57,1025,217
ALAT-Mali.jpg,636,355,military helicopter,234,15,633,186
ALAT-Mali.jpg,636,355,military helicopter,1,130,543,351
aletta-wenas-helispread2-2forportfoliobox.jpg,1920,819,military helicopter,100,44,1135,468
alexandru-chirileac-m1a1-abrams-vertical-p1.jpg,1753,1765,military tank,70,346,1652,871
alexandru-chirileac-m1a1-abrams-vertical-p1.jpg,1753,1765,military tank,80,1018,1625,1617
alexutemov161100281.jpg,450,450,civilian car,252,75,415,382
alexutemov161100281.jpg,450,450,civilian car,27,64,185,381
Alfa-Romeo-Stelvio-20web.jpg,792,445,civilian car,154,118,644,348
algeria-1.jpg,660,440,civilian aircraft,80,287,392,339
ALH_Rudra_AFP.jpg,900,450,military helicopter,610,200,864,337
ALH_Rudra_AFP.jpg,900,450,military helicopter,235,58,557,198
ALH_Rudra_AFP.jpg,900,450,military helicopter,21,210,276,332
Alvis-Fox-1-600x600.jpg,600,600,military truck,6,144,599,508
Alvis-Stormer-HVM-CVRT-For-Sale-2-400x400.jpg,400,400,military tank,2,30,392,348
al_truck.jpg,591,656,military truck,38,30,556,588
amarg-aerial-view-kc135-stratotankers.jpg,640,334,military aircraft,252,16,472,195
amarg-aerial-view-kc135-stratotankers.jpg,640,334,military aircraft,9,6,224,153
amarg-aerial-view-kc135-stratotankers.jpg,640,334,military aircraft,130,177,337,320
amarg-aerial-view-kc135-stratotankers.jpg,640,334,military aircraft,494,35,632,215
Amazing-Military-Tank-Shape-Pencil-SDL026468957-1-1a6dc.jpg,850,995,military tank,9,262,841,708
ambulance-car-in-traffic-jam-top-view_gg98356378.jpg,450,357,civilian car,228,90,332,140
ambulance-car-in-traffic-jam-top-view_gg98356378.jpg,450,357,civilian car,346,92,444,135
ambulance-car-in-traffic-jam-top-view_gg98356378.jpg,450,357,civilian car,363,148,447,202
ambulance-car-in-traffic-jam-top-view_gg98356378.jpg,450,357,civilian car,224,154,349,203
ambulance-car-in-traffic-jam-top-view_gg98356378.jpg,450,357,civilian car,46,83,220,172
ampaire-electric-ie_resize_md.jpg,744,419,civilian aircraft,159,159,611,285
AMW_Asia_Motor_works_defence_range_military_vehicle_at_DefExpo_2012_exhibition_New_Delhi_640.jpg,641,309,military truck,247,28,638,257
AMX-13_Chaffee-1.jpg,835,446,military tank,6,47,823,430
AMX-13_FL11-1.jpg,904,361,military tank,62,13,895,344
an-air-to-air-left-side-view-of-a-38th-air-rescue-squadron-hh-60g-pave-hawk-b2e59d-640.jpg,640,427,military helicopter,167,164,581,260
an-air-to-air-left-side-view-of-a-b-1b-bomber-during-an-news-photo-1576010325.jpg,2956,1945,military aircraft,371,701,2777,1130
an-air-to-air-left-side-view-of-three-38th-air-rescue-squadron-hh-60g-pave-a18fdf-1600.jpg,1600,1067,military helicopter,612,265,1557,724
an-air-to-air-left-side-view-of-three-38th-air-rescue-squadron-hh-60g-pave-a18fdf-1600.jpg,1600,1067,military helicopter,11,310,492,649
an-air-to-air-right-side-view-of-an-hh-60g-pave-hawk-helicopter-from-the-38th-53921a-640.jpg,640,417,military helicopter,210,261,556,359
an-armata-t-14-battle-tank-is-seen-during-the-victory-day-news-photo-956810882-1550085632.jpg,3851,2527,military tank,26,713,3773,2468
an-m22-locust-american-light-tank-at-bovington-tank-museum-in-the-uk-741x629.jpg,741,629,military tank,47,62,726,607
Anand-Toys-Military-Truck-SDL295721068-1-1e91f.jpg,850,995,military truck,25,240,840,788
Anand-Toys-Military-Truck-SDL295721068-3-a4bf2.jpg,850,995,military truck,18,231,827,825
andre-reinhardt-proscout-mki-woodcamo-topview.jpg,1920,1080,military tank,16,161,1895,926
ani1565200543.jpg,630,420,military truck,239,183,518,413
anti-landmine-vehicles.jpg,500,300,military truck,78,53,448,246
Antonov-An-12-3-view-1213a.jpg,400,270,civilian aircraft,98,81,291,263
Antonov-An-12-3-view-1213a.jpg,400,270,civilian aircraft,210,5,395,67
Antonov-An-12-3-view-1213a.jpg,400,270,civilian aircraft,6,15,192,74
an_22.jpg,600,401,military aircraft,24,29,572,362
aOa3RO-TopView.jpg,720,720,military helicopter,66,7,658,654
APA-Andrew-Thomas.jpg,800,533,military helicopter,23,111,765,403
Apache(1).jpg,780,585,military helicopter,185,27,689,519
apache-1024x683.jpg,1024,683,military helicopter,125,42,990,636
Apache-AH-64E-attack-helicopter-during-its-induction-ceremony-into-the-Indian-Air-Force-IAF-Pathankot-Air-Force-Station-Sept-03-2019-Image-PTI-770x435.jpg,770,435,military helicopter,8,39,766,329
apache-final-final.jpg,875,583,military helicopter,265,161,690,514
Apache-Guardian-Attack-Helicopter.jpg,875,583,military helicopter,140,5,791,537
Apache-Helicopter-take-off.jpg,1300,867,military helicopter,405,243,1064,665
apache-helicopter.jpg,640,360,military helicopter,85,30,545,352
Apache-helicopter_720725.jpg,720,725,military helicopter,15,57,707,693
Apache.jpg,1200,669,military helicopter,148,32,1119,624
Apache1-696x392.jpg,696,392,military helicopter,26,4,665,308
Apache20helicopter20pull20back.jpg,841,1000,military helicopter,9,77,800,505
Apache_1.jpg,1152,864,military helicopter,160,133,1126,570
apache_attack_helicopter_759.jpg,759,422,military helicopter,59,19,625,404
apache_helicopter_660x450_090319115136.jpg,660,450,military helicopter,396,187,535,271
Apache_Helicopter_Block_III_4.jpg,665,323,military helicopter,74,22,661,303
Apache_Helicopter_Firing_Rockets_MOD_45154922.jpg,2000,1119,military helicopter,637,41,1937,895
Apache_PTI-770x433.jpg,770,433,military helicopter,2,83,663,338
apache_rain.jpg,640,480,military helicopter,72,63,560,356
apache_set_660x450_090319044524.jpg,660,450,military helicopter,181,7,524,257
APcover51.jpg,300,400,civilian aircraft,7,20,297,281
apo-wmid-2016-053-0132-pano.jpg,1440,518,military tank,1143,236,1409,368
apo-wmid-2016-053-0132-pano.jpg,1440,518,military tank,11,255,152,376
apo-wmid-2016-053-0132-pano.jpg,1440,518,military tank,226,225,457,386
apo-wmid-2016-053-0132-pano.jpg,1440,518,military tank,476,231,683,380
apo-wmid-2016-053-0132-pano.jpg,1440,518,military tank,714,228,907,385
apo-wmid-2016-053-0132-pano.jpg,1440,518,military tank,941,237,1069,367
app-commercial-aircraft-small.jpg,760,538,civilian aircraft,81,59,718,453
APS_437px.jpg,437,234,military truck,3,73,157,231
ap_07081103964_wide-62ebfc69dbd71994d534971150313dcc37d080bd-s800-c85.jpg,800,449,military aircraft,93,88,579,223
ap_07081103964_wide-62ebfc69dbd71994d534971150313dcc37d080bd-s800-c85.jpg,800,449,military aircraft,490,210,706,259
AP_18079428646977.jpg,5760,3840,military helicopter,275,2502,2469,3063
AP_18079428646977.jpg,5760,3840,military helicopter,2522,1399,4723,2968
AP_19070763210473.jpg,3878,2199,civilian aircraft,948,198,3766,1802
AP_19186259199270.jpg,5760,3744,military truck,1636,298,4860,2888
AP_19297722410598.jpg,737,414,military aircraft,223,112,613,246
arb-convoy-banner-01-1.jpg,3840,1820,civilian car,2745,495,3640,1402
arb-convoy-banner-01-1.jpg,3840,1820,civilian car,1817,549,2636,1337
arb-convoy-banner-01-1.jpg,3840,1820,civilian car,1103,786,1764,1422
arb-convoy-banner-01-1.jpg,3840,1820,civilian car,528,908,1024,1406
arizona-airforce-boneyard-b1b-bombers.jpg,640,427,military aircraft,356,198,637,279
arizona-airforce-boneyard-b1b-bombers.jpg,640,427,military aircraft,4,230,349,287
Arjun-Tank.jpg,998,714,military tank,29,201,952,698
Arjun_main_battle_tank_heavy_tracked_armoured_vehicle_India_indian_Army_line_drawing_blueprint_002.jpg,546,400,military tank,4,237,539,391
Arjun_main_battle_tank_heavy_tracked_armoured_vehicle_India_indian_Army_line_drawing_blueprint_002.jpg,546,400,military tank,7,10,540,213
armata.jpg,600,400,military tank,9,103,587,312
Armored-Personnel-Carrier-India-Panthera-F9-APC-.jpg,960,540,military truck,1,83,866,464
armored-truck-vector-mockup-clipart__k61587600.jpg,450,264,military truck,118,15,332,105
armored-truck-vector-mockup-clipart__k61587600.jpg,450,264,military truck,356,12,434,232
armored-truck-vector-mockup-clipart__k61587600.jpg,450,264,military truck,118,143,333,226
armored-truck-vector-mockup-clipart__k61587600.jpg,450,264,military truck,18,140,94,228
armored-truck-vector-mockup-clipart__k61587600.jpg,450,264,military truck,13,14,92,100
ArmoredBoxville-GTAO-front.jpg,1920,1080,military truck,207,41,1872,937
armoured-military-truck-manufacturers-traders-dealers-supplier-in-india-1-638.jpg,638,903,military truck,333,549,458,633
armoured-military-truck-manufacturers-traders-dealers-supplier-in-india-1-638.jpg,638,903,military truck,115,532,239,633
armoured-military-truck-manufacturers-traders-dealers-supplier-in-india-1-638.jpg,638,903,military truck,119,696,239,784
Armoured-Security-Vehicles-India-E28093-MSPV-Panthera-T4.jpg,900,600,military truck,210,85,764,471
armoured-vehicles.jpg,543,768,military truck,132,86,496,340
armstrong_in_lltv-2_jun_1969_s69-36906.jpg,3000,3000,military helicopter,1943,1633,2192,1993
army-1-620x400.jpg,620,400,military truck,158,95,582,379
army-3_660_101312084023.jpg,660,449,military helicopter,20,88,652,407
army-5-620x400.jpg,620,400,military truck,20,66,612,361
Army-ALH-Dhruv-696x392.jpg,696,392,military helicopter,36,27,662,318
army-ladakh-759.jpg,759,422,military truck,147,190,334,310
army-ladakh-759.jpg,759,422,military truck,397,239,467,290
army-ladakh-759.jpg,759,422,military truck,74,223,127,268
army-ladakh-759.jpg,759,422,military truck,509,259,681,295
army-ladakh-759.jpg,759,422,military truck,348,243,387,272
army-russian-tanks-647_110116025702_0.jpg,647,404,military tank,112,75,618,375
army-tank-bccl-1.jpg,1200,900,military tank,441,416,1188,827
army-tank-bccl-1.jpg,1200,900,military tank,8,423,411,735
army-truck-500x500.jpg,354,293,military truck,9,45,347,276
army-truck-ambushed-by-suspected-ulfa-militants_c20ba4fa-af55-11e6-b961-04ee4fa7b706.jpg,640,480,military truck,255,61,631,407
army-truck-centy-for-kids-j-h-traders-original-imaezjvrrdyvyyte.jpg,832,548,military truck,59,5,828,519
army-truck-kashmir-attack-759.jpg,759,422,military truck,247,7,710,384
army-truck-toys-for-kids-military-truck-military-vehicle-army-original-imafgug6zrhn8tys.jpg,612,470,military truck,3,21,551,424
army-truck-toys-for-kids-military-truck-military-vehicle-army-original-imafgug7ugybkgec.jpg,612,491,military truck,1,3,605,459
army-trucks.jpg,1380,816,military truck,13,78,1254,645
army23.jpg,1064,715,military helicopter,827,372,1062,487
army23.jpg,1064,715,military truck,177,243,819,636
army23.jpg,1064,715,military truck,8,400,146,610
army29.jpg,773,494,military truck,157,14,713,462
army7118342.jpg,480,321,military truck,414,85,469,143
army7118344.jpg,480,321,military truck,43,10,474,307
army7118346.jpg,480,325,military truck,100,21,466,301
armytank.jpg,500,279,military tank,12,41,485,243
armytanks.jpg,1200,675,military tank,321,280,1081,576
army_chetak_indianarmy.nic_.in_.jpg,1200,800,military helicopter,126,101,1177,507
Army_JK.jpg,1080,720,military truck,692,159,1069,541
Army_JK.jpg,1080,720,civilian car,8,187,290,419
army_truck_man_8_136_fae_4x4_ex_army_1987_1402642.jpg,800,600,military truck,68,44,680,513
